Hodmezovasarhely,H,Csongrad,NULL,NULL,NULL
Hohhot,TJ,"Nei Monggol",652534,113,41
Holguin,C,Holguin,242085,NULL,NULL
Hollywood,USA,Florida,127894,NULL,NULL
Homs,SYR,Syria,354508,36,35
"Hong Gai",VN,Vietnam,129394,NULL,NULL
Honghu,TJ,Hubei,190772,NULL,NULL
Honiara,SLB,"Solomon Islands",26000,160,-10
Honolulu,USA,Hawaii,423475,-157.917,21.3333
Horlivka,UA,Donetska,338000,NULL,NULL
Horsham,GB,"West Sussex",112300,NULL,NULL
"Hospitalet de Llobregat",E,Catalonia,266242,NULL,NULL
Houston,USA,Texas,1744058,-95.35,29.9667
"Hpa an",MYA,Kayin,NULL,NULL,NULL
"Hradec Kralove",CZ,Vychodocesky,164000,NULL,NULL
Hsinchu,RC,Taiwan,341128,NULL,NULL
Hsinchuang,RC,Taiwan,328758,NULL,NULL
Hsintien,RC,Taiwan,248822,NULL,NULL
Hsinying,RC,Taiwan,NULL,NULL,NULL
Huadian,TJ,Jilin,175873,NULL,NULL
Huaian,TJ,Jiangsu,131149,NULL,NULL
Huaibei,TJ,Anhui,366549,NULL,NULL
Huaihua,TJ,Hunan,126785,NULL,NULL
Huainan,TJ,Anhui,1200000,NULL,NULL
Huaiyin,TJ,Jiangsu,239675,NULL,NULL
Hualien,RC,Taiwan,107824,NULL,NULL
Huambo,ANG,Huambo,NULL,NULL,NULL
Huancavelica,PE,Huancavelica,NULL,NULL,NULL
Huancayo,PE,Junin,258209,NULL,NULL
Huangshi,TJ,Hubei,457601,NULL,NULL
Huanuco,PE,Huanuco,118814,NULL,NULL
Huaraz,PE,Ancash,NULL,NULL,NULL
Hubli,IND,Karnataka,648298,NULL,NULL
Huddersfield,GB,"West Yorkshire",148500,NULL,NULL
Hue,VN,Vietnam,260489,NULL,NULL
Huelva,E,Andalusia,145049,NULL,NULL
Huichon,NOK,"North Korea",163000,NULL,NULL
Huizhou,TJ,Guangdong,161023,NULL,NULL
Hull,GB,Humberside,NULL,NULL,NULL
Hunjiang,TJ,Jilin,482043,NULL,NULL
Huntingdon,GB,Cambridgeshire,148800,NULL,NULL
"Huntington Beach",USA,California,190751,NULL,NULL
Huntsville,USA,Alabama,170424,-86.5833,34.7
Hurghada,ET,"El Bahr el Ahmar",NULL,NULL,NULL
Huzhou,TJ,Zhejiang,218071,NULL,NULL
Hyderabad,IND,"Andhra Pradesh",3145939,78.2,17.1
Hyderabad,PK,Pakistan,1107000,NULL,NULL
Iasi,RO,Iasi,330000,NULL,NULL
Ibadan,WAN,Nigeria,1263000,NULL,NULL
Ibague,CO,Tolima,346632,NULL,NULL
Ibhayi,RSA,"South Africa",257000,NULL,NULL
Ica,PE,Ica,161406,NULL,NULL
Ife,WAN,Nigeria,262000,NULL,NULL
"Ijebu Ode",WAN,Nigeria,138000,NULL,NULL
Ikare,WAN,Nigeria,124000,NULL,NULL
Ikerre,WAN,Nigeria,216000,NULL,NULL
Ikire,WAN,Nigeria,109000,NULL,NULL
Ikirun,WAN,Nigeria,160000,NULL,NULL
Ikorodu,WAN,Nigeria,163000,NULL,NULL
Ila,WAN,Nigeria,233000,NULL,NULL
Ilam,IR,Ilam,116428,NULL,NULL
Ilan,RC,Taiwan,NULL,NULL,NULL
"Ilawe Ekiti",WAN,Nigeria,163000,NULL,NULL
Ilesha,WAN,Nigeria,334000,NULL,NULL
Ilheus,BR,Bahia,242589,NULL,NULL
Ilobu,WAN,Nigeria,176000,NULL,NULL
Ilorin,WAN,Nigeria,420000,NULL,NULL
Imperatriz,BR,Maranhao,227731,NULL,NULL
Imphal,IND,Manipur,NULL,94,24.5
Inchon,ROK,"South Korea",2307618,NULL,NULL
Indaiatuba,BR,"Sao Paulo",122159,NULL,NULL
Independence,USA,Missouri,110303,NULL,NULL
Indianapolis,USA,Indiana,746737,-86.2833,39.7333
Indore,IND,"Madhya Pradesh",1091674,NULL,NULL
Inglewood,USA,California,111040,NULL,NULL
Ingolstadt,D,Bayern,110910,NULL,NULL
Inhambane,MOC,Inhambane,NULL,NULL,NULL
Inisa,WAN,Nigeria,106000,NULL,NULL
Innsbruck,A,Tyrol,118000,11.22,47.17
Inverness,GB,Highland,NULL,NULL,NULL
Ipatinga,BR,"Minas Gerais",195736,NULL,NULL
Ipoh,MAL,Perak,382633,NULL,NULL
Ipswich,GB,Suffolk,114800,NULL,NULL
Iquitos,PE,Loreto,274759,-73.2,-3.4
Iraklion,GR,Greece,102398,NULL,NULL
Irapuato,MEX,Guanajuato,265042,NULL,NULL
Irbil,IRQ,Irbil,485968,NULL,NULL
Iringa,EAT,Iringa,NULL,NULL,NULL
Irkutsk,R,"Irkutskaya oblast",585000,NULL,NULL
Irvine,USA,California,127873,NULL,NULL
Irving,USA,Texas,176993,NULL,NULL
Iseyin,WAN,Nigeria,192000,NULL,NULL
Iskenderun,TR,Hatay,156800,NULL,NULL
Islamabad,PK,Pakistan,204364,73,34
"Island Areas",GB,"Island Areas (munic.)",NULL,NULL,NULL
Ismailiya,ET,Ismailiya,236000,NULL,NULL
Isparta,TR,Isparta,120900,NULL,NULL
Istanbul,TR,Istanbul,7615500,28.8333,40.9667
Itaborai,BR,"Rio de Janeiro",156631,NULL,NULL
Itabuna,BR,Bahia,183237,NULL,NULL
Itagui,CO,Antioquia,169374,NULL,NULL
Itaituba,BR,Para,104896,NULL,NULL
Itajai,BR,"Santa Catarina",134797,NULL,NULL
Itanagar,IND,"Arunachal Pradesh",NULL,93.4,27.1
"Itapecerica da Serra",BR,"Minas Gerais",110362,NULL,NULL
Itapetininga,BR,"Sao Paulo",111909,NULL,NULL
Itapevi,BR,"Sao Paulo",133769,NULL,NULL
Itaquaquecetuba,BR,"Sao Paulo",228533,NULL,NULL
Itu,BR,"Sao Paulo",122544,NULL,NULL
"Ivano Frankivsk",UA,"Ivano Frankivska",220000,NULL,NULL
Ivanovo,R,"Ivanovskaya oblast",474000,NULL,NULL
Iwo,WAN,Nigeria,320000,NULL,NULL
Izhevsk,R,"Udmurt Republic",654000,NULL,NULL
Izmir,TR,Izmir,1985300,27.1667,38.4333
Izmit,TR,Kocaeli,275800,NULL,NULL
Jabalpur,IND,"Madhya Pradesh",764586,NULL,NULL
"Jaboatao dos Guararapes",BR,Pernambuco,528973,NULL,NULL
Jacarei,BR,"Sao Paulo",168030,NULL,NULL
Jackson,USA,Mississippi,192923,-90.0833,32.3167
Jacksonville,USA,Florida,679792,-81.7,30.5
Jaen,E,Andalusia,112772,NULL,NULL
Jaipur,IND,Rajasthan,1458183,75.5,27
Jakarta,RI,Indonesia,8259266,106.5,-6.1
Jalandhar,IND,Punjab,509510,NULL,NULL
Jalapa,MEX,Veracruz,161400,-97,19.3
Jamalpur,BD,Bangladesh,111000,NULL,NULL
Jambi,RI,Indonesia,339944,NULL,NULL
Jammu,IND,"Jammu and Kashmir",NULL,74.3,32.2
Jamnagar,IND,Gujarat,350544,NULL,NULL
Jamshedpur,IND,Bihar,478950,NULL,NULL
Jau,BR,"Sao Paulo",103605,NULL,NULL
Jeddah,SA,"Saudi Arabia",NULL,NULL,NULL
"Jefferson City",USA,Missouri,33619,-92.1833,38.5667
"Jelenia Gora",PL,Jeleniogorskie,NULL,NULL,NULL
Jena,D,Thuringen,102204,NULL,NULL
Jequie,BR,Bahia,165361,NULL,NULL
"Jerez de la Frontera",E,Andalusia,190390,NULL,NULL
"Jersey City",USA,"New Jersey",229039,NULL,NULL
Jerusalem,IL,Central,468900,35.2167,31.7833
Jessore,BD,Bangladesh,154000,NULL,NULL
Jhang,PK,Pakistan,195558,NULL,NULL
Jhansi,IND,"Uttar Pradesh",313491,NULL,NULL
Jhelum,PK,Pakistan,106462,NULL,NULL
Jiamusi,TJ,Heilongjiang,493409,NULL,NULL
Jiangmen,TJ,Guangdong,230587,NULL,NULL
Jiangyin,TJ,Jiangsu,213659,NULL,NULL
Jiangyou,TJ,Sichuan,175753,NULL,NULL
Jiaonan,TJ,Shandong,121397,NULL,NULL
Jiaoxian,TJ,Shandong,153364,NULL,NULL
Jiaozuo,TJ,Henan,409100,NULL,NULL
Jiaxing,TJ,Zhejiang,211526,NULL,NULL
Jilin,TJ,Jilin,1270000,NULL,NULL
Jima,ETH,Ethiopia,119717,NULL,NULL
Jinan,TJ,Shandong,2320000,117,36.5
Jincheng,TJ,Shanxi,136396,NULL,NULL
Jingdezhen,TJ,Jiangxi,281183,NULL,NULL
Jinhua,TJ,Zhejiang,144280,NULL,NULL
Jining,TJ,"Nei Monggol",163552,NULL,NULL
Jining,TJ,Shandong,265248,NULL,NULL
Jinxi,TJ,Liaoning,357052,NULL,NULL
Jinzhou,TJ,Liaoning,569518,NULL,NULL
Jiujiang,TJ,Jiangxi,291187,NULL,NULL
Jiutai,TJ,Jilin,180130,NULL,NULL
Jixi,TJ,Heilongjiang,683885,NULL,NULL
Jizzakh,UZB,Jizzakh,116000,NULL,NULL
"Joao Pessoa",BR,Paraiba,549270,-35,-7.1
Jodhpur,IND,Rajasthan,666279,NULL,NULL
Joensuu,SF,Pohjols-Karjala,44000,29.5,62.4
Johannesburg,RSA,"South Africa",713000,28.05,-26.1833
"Johor Baharu",MAL,Johor,328646,NULL,NULL
Joinvile,BR,"Santa Catarina",397987,NULL,NULL
Jokkmokk,S,Norrbotten,6822,19.5,66.1
Jonkoping,S,Jonkoping,115429,14,57.4
Jos,WAN,Nigeria,182000,NULL,NULL
Juarez,MEX,Chihuahua,789522,NULL,NULL
Juazeiro,BR,Bahia,171904,NULL,NULL
"Juazeiro do Norte",BR,Ceara,186490,NULL,NULL
Juba,SUD,"al Istiwaiyah",114980,NULL,NULL
"Juiz de Fora",BR,"Minas Gerais",423913,NULL,NULL
Juliaca,PE,Puno,142576,NULL,NULL
Jundiai,BR,"Sao Paulo",293237,NULL,NULL
Juneau,USA,Alaska,19528,-134.583,58.3667
Jutigalpa,HCA,Olancho,22500,NULL,NULL
Jyvaeskylae,SF,Suomi,65511,25.2,62.1
Kabul,AFG,Afghanistan,892000,69.2,34.5833
Kabwe,Z,Central,166519,NULL,NULL
Kaduna,WAN,Nigeria,302000,NULL,NULL
Kaesong,NOK,"North Korea",120000,NULL,NULL
"Kafr el Dauwar",ET,"El Buhayra",161000,NULL,NULL
"Kafr el Sheikh",ET,"Kafr el Sheikh",NULL,NULL,NULL
Kagoshima,J,Kagoshima,NULL,NULL,NULL
Kaifeng,TJ,Henan,507763,NULL,NULL
Kaili,TJ,Guizhou,113958,NULL,NULL
Kaiserslautern,D,"Rheinland Pfalz",101910,NULL,NULL
Kakamega,EAK,Western,47300,NULL,NULL
Kalemi,ZRE,"Kasai Oriental",101309,NULL,NULL
Kaliningrad,R,"Kaliningradskaya oblast",419000,20.5,54.7167
Kalisz,PL,Kaliskie,106000,NULL,NULL
Kalmar,S,Kalmar,54554,16.3,56.4
Kalookan,RP,Philippines,1023000,NULL,NULL
Kaluga,R,"Kaluzhskaya oblast",347000,NULL,NULL
Kalyan,IND,Maharashtra,1014557,NULL,NULL
"Kamensk Uralskiy",R,"Sverdlovskaya oblast",197000,NULL,NULL
Kampala,EAU,Uganda,NULL,32.3,0.2
Kamyshin,R,"Volgogradskaya oblast",128000,NULL,NULL
Kananga,ZRE,"Kasai Occidental",393030,NULL,NULL
Kanazawa,J,Ishikawa,NULL,NULL,NULL
Kangar,MAL,Perlis,NULL,NULL,NULL
Kanggye,NOK,"North Korea",211000,NULL,NULL
Kano,WAN,Nigeria,595000,NULL,NULL
Kanpur,IND,"Uttar Pradesh",1879420,NULL,NULL
"Kansas City",USA,Kansas,142654,NULL,NULL
"Kansas City",USA,Missouri,441259,-94.5833,39.1167
Kansk,R,"Krasnoyarskiy kray",109000,NULL,NULL
Kaohsiung,RC,Taiwan,1426518,NULL,NULL
Kaolack,SN,Kaolack,132000,NULL,NULL
Kaposvar,H,Somogy,NULL,NULL,NULL
Karabuk,TR,Zonguldak,113900,NULL,NULL
Karachi,PK,Pakistan,9863000,66.9833,24.8
Karaganda,KAZ,Qaraghandy,573700,NULL,NULL
Karaj,IR,Tehran,588287,NULL,NULL
Karaman,TR,Karaman,NULL,NULL,NULL
"Karaman Maras",TR,Karamanmaras,242200,NULL,NULL
Karamay,TJ,"Xinjiang Uygur",197602,NULL,NULL
Karbala,IRQ,Karbala,296705,NULL,NULL
Karlskrona,S,Blekinge,59007,15.3,56.1
Karlsruhe,D,"Baden W³rttemberg",277011,NULL,NULL
Karlstad,S,Varmland,74669,13.3,59.3
Kars,TR,Kars,NULL,NULL,NULL
Kasama,Z,Northern,NULL,NULL,NULL
Kashan,IR,Tehran,155188,NULL,NULL
Kashi,TJ,"Xinjiang Uygur",174570,NULL,NULL
Kassala,SUD,"ash Sharqiyah",234270,NULL,NULL
Kassel,D,Hessen,201789,NULL,NULL
Kastamonu,TR,Kastamonu,NULL,NULL,NULL
Kasur,PK,Pakistan,155523,NULL,NULL
Kathmandu,NEP,Nepal,393494,85.25,27.45
Katlehong,RSA,"South Africa",202000,NULL,NULL
Katowice,PL,Katowickie,367000,NULL,NULL
Katsina,WAN,Nigeria,182000,NULL,NULL
Kavalla,GR,Greece,56705,NULL,NULL
Kavaratti,IND,"Lakshadweep Is.",NULL,72.4,10.3
Kawasaki,J,Kanagawa,1187000,NULL,NULL
Kayseri,TR,Kayseri,454000,NULL,NULL
Kazan,R,"Rep. of Tatarstan",1085000,NULL,NULL
Kecskemet,H,"Bacs Kiskun",105000,NULL,NULL
Kediri,RI,Indonesia,249807,NULL,NULL
Keflavik,IS,Iceland,6600,-22.5,64
Kelang,MAL,Selangor,243698,NULL,NULL
Kemerovo,R,"Kemerovskaya oblast",503000,NULL,NULL
"Kempton Park",RSA,"South Africa",107000,NULL,NULL
Kenitra,MA,Morocco,448785,NULL,NULL
Kericho,EAK,"Rift Valley",40000,NULL,NULL
Kerman,IR,Kerman,349626,NULL,NULL
Khabarovsk,R,"Khabarovskiy kray",618000,NULL,NULL
Kharkiv,UA,Kharkivska,1618000,36.2333,50
Khartoum,SUD,"al Khartum",924505,32.55,15.6167
"Khartoum North",SUD,"al Khartum",879105,NULL,NULL
Khayalitsha,RSA,"South Africa",190000,NULL,NULL
Kherson,UA,Khersonska,361000,NULL,NULL
Khimki,R,"Moskovskaya oblast",134000,NULL,NULL
Khmelnytskyy,UA,Khmelnytska,241000,NULL,NULL
Khomeynishahr,IR,Esfahan,118348,NULL,NULL
"Khon Kaen",THA,Thailand,206000,NULL,NULL
Khorramabad,IR,Lorestan,277370,NULL,NULL
Khorramshahr,IR,Khuzestan,197241,NULL,NULL
Khorugh,TAD,"Badakhshoni Kuni",NULL,NULL,NULL
Khouribga,MA,Morocco,294680,NULL,NULL
Khujand,TAD,Leninobod,164500,NULL,NULL
Khulna,BD,Bangladesh,731000,NULL,NULL
Khvoy,IR,"Azarbayian e Gharbt",137885,NULL,NULL
Kiel,D,"Schleswig Holstein",246586,10.7,54.2
Kielce,PL,Kieleckie,213000,NULL,NULL
Kiev,UA,Kyyivska,2616000,30.5,50.45
Kigali,RWA,Rwanda,NULL,29.6,-1.6
"Kigoma Ujiji",EAT,Kigoma,NULL,NULL,NULL
Kikwit,ZRE,Bandundu,182142,NULL,NULL
Kimberley,RSA,"South Africa",NULL,NULL,NULL
Kineshma,R,"Ivanovskaya oblast",103000,NULL,NULL
"King Williams Town",RSA,"South Africa",NULL,NULL,NULL
"Kings Lynn",GB,Norfolk,131600,NULL,NULL
Kingston,AUS,"Norfolk Island",NULL,NULL,NULL
Kingston,GB,Surrey,NULL,NULL,NULL
Kingston,JA,Jamaica,101000,-76.5,18
"Kingston upon Hull",GB,Humberside,269100,NULL,NULL
Kingstown,WV,"Saint Vincent and the Grenadines",33694,-61.1,13.1
Kinshasa,ZRE,Kinshasa,4655313,15.2,-4.3
Kirikkale,TR,Kirikkale,170300,NULL,NULL
Kirklareli,TR,Kirklareli,NULL,NULL,NULL
Kirklees,GB,"West Yorkshire",386900,NULL,NULL
Kirkuk,IRQ,"Ad Tamim",418624,NULL,NULL
Kirov,R,"Kirovskaya oblast",464000,NULL,NULL
Kirovohrad,UA,Kirovohradska,274000,NULL,NULL
Kirsehir,TR,Kirsehir,NULL,NULL,NULL
Kisangani,ZRE,"Haut Zaire",417517,NULL,NULL
Kiselyovsk,R,"Kemerovskaya oblast",116000,NULL,NULL
Kisii,EAK,Nyanza,44000,NULL,NULL
Kislovodsk,R,"Stavropolsky kray",120000,NULL,NULL
Kisumu,EAK,Nyanza,201100,NULL,NULL
"Kita kyushu",J,Fukuoka,1012000,NULL,NULL
Kitale,EAK,"Rift Valley",53000,NULL,NULL
Kitchener,CDN,Ontario,168282,-80.5,43.4333
Kitwe,Z,Copperbelt,338207,NULL,NULL
Klagenfurt,A,Carinthia,87321,14.21,46.38
Knowsley,GB,Merseyside,155300,NULL,NULL
Knoxville,USA,Tennessee,167535,-83.9833,35.8167
Koani,EAT,"Kusini Ujunga",NULL,NULL,NULL
Kobe,J,Hyogo,1388000,NULL,NULL
Koblenz,D,"Rheinland Pfalz",109550,NULL,NULL
Kocaeli,TR,Kocaeli,256882,NULL,NULL
Kochi,J,Kochi,NULL,NULL,NULL
Kofu,J,Yamanashi,NULL,NULL,NULL
Kohima,IND,Nagaland,NULL,94.1,25.5
Kokchetau,KAZ,Kokchetau,141400,NULL,NULL
Kolda,SN,Kolda,NULL,NULL,NULL
Kolhapur,IND,Maharashtra,406370,NULL,NULL
Koln,D,"Nordrhein Westfalen",963817,NULL,NULL
Kolomna,R,"Moskovskaya oblast",154000,NULL,NULL
Kolonia,FSM,Micronesia,5500,168,10
Kolpino,R,"Leningradskaya oblast",143000,NULL,NULL
Kolwezi,ZRE,Shaba,417810,NULL,NULL
"Komsomolsk na Amure",R,"Khabarovskiy kray",309000,NULL,NULL
Konin,PL,Koninskie,NULL,NULL,NULL
Konya,TR,Konya,576000,NULL,NULL
Korce,AL,Albania,52000,20.5,40.4
Korla,TJ,"Xinjiang Uygur",159344,NULL,NULL
Koror,PAL,Palau,7685,135,8
Kostroma,R,"Kostromskaya oblast",285000,NULL,NULL
Koszalin,PL,Koszalinskie,108000,NULL,NULL
Kota,IND,Rajasthan,537371,NULL,NULL
"Kota Baharu",MAL,Kelantan,219713,NULL,NULL
"Kota Kinabalu",MAL,Sabah,208484,NULL,NULL
Kotka,SF,Kymi,58345,26.5,60.3
Kovrov,R,"Vladimirskaya oblast",162000,NULL,NULL
Kozhikode,IND,Kerala,456618,NULL,NULL
Krakow,PL,Krakowskie,748000,19.95,50.0667
Krasnodar,R,"Krasnodarsky kray",646000,NULL,NULL
Krasnoyarsk,R,"Krasnoyarskiy kray",869000,92.95,56.0167
Krefeld,D,"Nordrhein Westfalen",249662,NULL,NULL
Kremenchuk,UA,Poltavska,238000,NULL,NULL
Kristiansand,N,"Vest Agder",62640,8,58.1
Kristianstad,S,Kristianstad,69941,14,56
Krosno,PL,Krosnienskie,NULL,NULL,NULL
"Kryvyy Rih",UA,Dnipropetrovska,717000,NULL,NULL
"Kuala Lumpur",MAL,"Fed. Terr. of Kuala Lumpur",1145075,101.7,3.11667
"Kuala Terengganu",MAL,Terengganu,228654,NULL,NULL
Kuantan,MAL,Pahang,198356,NULL,NULL
Kuching,MAL,Sarawak,147729,NULL,NULL
Kulob,TAD,Kulob,79300,NULL,NULL
Kumamoto,J,Kumamoto,NULL,NULL,NULL
Kumasi,GH,Ghana,376249,NULL,NULL
Kumo,WAN,Nigeria,131000,NULL,NULL
Kunming,TJ,Yunnan,1520000,102.4,25.5
Kunsan,ROK,"South Korea",266517,NULL,NULL
Kunshan,TJ,Jiangsu,102052,NULL,NULL
Kuopio,SF,Kuopio,78571,27.4,62.5
Kurgan,R,"Kurganskaya oblast",363000,NULL,NULL
Kursk,R,"Kurskaya oblast",442000,NULL,NULL
Kusong,NOK,"North Korea",177000,NULL,NULL
Kutahya,TR,Kutahya,140700,NULL,NULL
Kuwait,KWT,Kuwait,167768,47.3,29.3
Kuznetsk,R,"Penzenskaya oblast",100000,NULL,NULL
Kwangju,ROK,"South Korea",1257504,NULL,NULL
Kyoto,J,Kyoto,1415000,135.45,35
Kyzyl,R,"Rep. of Tyva",NULL,NULL,NULL
"La Ascuncion",YV,"Nueva Esparta",NULL,NULL,NULL
"La Ceiba",HCA,Atlantida,77100,NULL,NULL
"La Coruna",E,Galicia,255087,NULL,NULL
"La Esperanza",HCA,Intibuca,NULL,NULL,NULL
"La Laguna",E,"Canary Islands",125183,NULL,NULL
"La Matanza",RA,"Buenos Aires",1111811,NULL,NULL
"La Palma",PA,Darien,NULL,NULL,NULL
"La Paz",BOL,Bolivia,953400,-68.15,-16.5
"La Paz",HCA,"La Paz",NULL,NULL,NULL
"La Paz",MEX,"Baja California Sur",137641,-100.5,24.1
"La Plata",RA,"Buenos Aires",642979,-58,-35
"La Rioja",RA,"La Rioja",103727,-67,-29.3
"La Spezia",I,Liguria,103008,NULL,NULL
"La Union",ES,"El Salvador",NULL,NULL,NULL
Labuan,MAL,"Fed. Terr. of Labuan",NULL,NULL,NULL
Lafayette,USA,Louisiana,104899,-92,30.2
Lafia,WAN,Nigeria,108000,NULL,NULL
Lages,BR,"Santa Catarina",140005,NULL,NULL
Lagos,WAN,Nigeria,5686000,3.4,6.45
Lahore,PK,Pakistan,5085000,74.3333,31.5833
"Lahore Cantonment",PK,Pakistan,237000,NULL,NULL
Lahti,SF,Haeme,94234,25.2,60.5
Laiwu,TJ,Shandong,246833,NULL,NULL
Laiyang,TJ,Shandong,137080,NULL,NULL
Lakewood,USA,Colorado,134999,NULL,NULL
Lancaster,GB,Lancashire,133600,NULL,NULL
Lancaster,USA,California,115675,NULL,NULL
Lansing,USA,Michigan,125736,-84.6,42.7833
Lanus,RA,"Buenos Aires",466755,NULL,NULL
Lanzhou,TJ,Gansu,1510000,104,36
Laohekou,TJ,Hubei,123366,NULL,NULL
Lappeenrenta,SF,Kymi,53922,26.5,60.5
LAquila,I,Abruzzo,NULL,13.2,42.24
Laredo,USA,Texas,164899,-99.45,27.5333
Larisa,GR,Greece,102426,NULL,NULL
Larkana,PK,Pakistan,123890,NULL,NULL
"Las Palmas de Gran Canaria",E,"Canary Islands",371787,NULL,NULL
"Las Tablas",PA,"Los Santos",21100,NULL,NULL
"Las Vegas",USA,Nevada,376906,-115.2,36.2
Latina,I,Lazio,103630,NULL,NULL
Lausanne,CH,VD,123149,NULL,NULL
Laval,CDN,Quebec,314398,NULL,NULL
"Le Havre",F,"Haute Normandie",195854,NULL,NULL
"Le Mans",F,"Pays de la Loire",145502,NULL,NULL
Lecce,I,Puglia,102344,NULL,NULL
Leeds,GB,"West Yorkshire",724400,NULL,NULL
Leeuwarden,NL,Friesland,NULL,NULL,NULL
Leganes,E,Madrid,178162,NULL,NULL
Legnica,PL,Legnickie,104000,NULL,NULL
Leicester,GB,Leicestershire,293400,NULL,NULL
Leichester,GB,Leicestershire,NULL,NULL,NULL
Leiden,NL,"Zuid Holland",194935,NULL,NULL
Leipzig,D,Sachsen,481121,NULL,NULL
Leiyang,TJ,Hunan,130115,NULL,NULL
Lekoa,RSA,"South Africa",218000,NULL,NULL
Lelystad,NL,Flevoland,NULL,NULL,NULL
Lengshuijiang,TJ,Hunan,137994,NULL,NULL
Leninsk,KAZ,"Leninsk (munic.)",NULL,NULL,NULL
"Leninsk Kuznetskiy",R,"Kemerovskaya oblast",121000,NULL,NULL
Leon,E,"Castile and Leon",147311,NULL,NULL
Leon,MEX,Guanajuato,758279,NULL,NULL
Leon,NIC,Nicaragua,171375,NULL,NULL
Leshan,TJ,Sichuan,341128,NULL,NULL
Leszno,PL,Leszczynskie,NULL,NULL,NULL
Leticia,CO,Amazonas,NULL,NULL,NULL
Leverkusen,D,"Nordrhein Westfalen",161832,NULL,NULL
Lewes,GB,"East Sussex",NULL,NULL,NULL
"Lexington Fayette",USA,Kentucky,239942,NULL,NULL
Lhasa,TJ,Tibet,106885,91,29.5
Liancheng,TJ,Shandong,156307,NULL,NULL
Lianyungang,TJ,Jiangsu,354139,NULL,NULL
Liaocheng,TJ,Shandong,207844,NULL,NULL
Liaoyang,TJ,Liaoning,492559,NULL,NULL
Liaoyuan,TJ,Jilin,354141,NULL,NULL
Liberec,CZ,Severocesky,160000,NULL,NULL
Liberia,CR,Guanacaste,36400,NULL,NULL
Libreville,G,Gabon,NULL,9.3,0.3
Lichinga,MOC,Niassa,NULL,NULL,NULL
Liege,B,Liege,192393,5.5,50.5
Liestal,CH,BL,NULL,NULL,NULL
Likasi,ZRE,Shaba,299118,NULL,NULL
Liling,TJ,Hunan,108504,NULL,NULL
Lille,F,"Nord Pas de Calais",172142,3.3,50.37
Lillehammer,N,Oppland,22118,10.3,61.1
Lilongwe,MW,Malawi,NULL,34,-14
Lima,PE,Lima,6321173,-77.05,-12.0833
Limeira,BR,"Sao Paulo",230292,NULL,NULL
Limoges,F,Limousin,133464,1.2,45.5
Limon,CR,Limon,67800,NULL,NULL
Lincoln,GB,Lincolnshire,NULL,NULL,NULL
Lincoln,USA,Nebraska,209192,-96.4,40.5
Lindi,EAT,Lindi,NULL,NULL,NULL
Linfen,TJ,Shanxi,187309,NULL,NULL
Linhares,BR,"Espirito Santo",103030,NULL,NULL
Linhe,TJ,"Nei Monggol",133183,NULL,NULL
Linkoping,S,Ostergotland,131370,15.3,58.3
Linqing,TJ,Shandong,123958,NULL,NULL
Linyi,TJ,Shandong,324720,NULL,NULL
Linz,A,"Upper Austria",203000,14.18,48.18
Lipetsk,R,"Lipetskaya oblast",474000,NULL,NULL
Lisbon,P,Lisbon,807937,-9.13333,38.7167
"Little Rock",USA,Arkansas,175752,-92.3,34.4
Liupanshui,TJ,Guizhou,363954,NULL,NULL
Liuzhou,TJ,"Guangxi Zhuangzu",609320,NULL,NULL
Liverpool,GB,Merseyside,474000,NULL,NULL
Livingstone,Z,Southern,NULL,NULL,NULL
Livonia,USA,Michigan,105099,NULL,NULL
Livorno,I,Toscana,171265,NULL,NULL
Liyang,TJ,Jiangsu,109520,NULL,NULL
Ljubljana,SLO,Slovenia,NULL,NULL,NULL
"Llandrindod Wells",GB,Powys,NULL,NULL,NULL
Llangefni,GB,Anglesey,NULL,NULL,NULL
Lleida,E,Catalonia,114234,NULL,NULL
Lodz,PL,Lodzkie,852000,NULL,NULL
Logrono,E,Rioja,124823,NULL,NULL
Loikaw,MYA,Kayah,NULL,NULL,NULL
"Lomas de Zamoras",RA,"Buenos Aires",572769,NULL,NULL
Lome,RT,Togo,NULL,1.1,6.1
Lomza,PL,Lomzynskie,NULL,NULL,NULL
London,CDN,Ontario,303165,-81.15,43.0333
London,GB,"Greater London",6967500,0,51.4833
Londrina,BR,Parana,412894,NULL,NULL
"Long Beach",USA,California,421904,-118.15,33.8167
"Long Xuyen",VN,Vietnam,214037,NULL,NULL
Longjing,TJ,Jilin,139417,NULL,NULL
Longkou,TJ,Shandong,148362,NULL,NULL
Longueuil,CDN,Quebec,129874,NULL,NULL
Longyan,TJ,Fujian,134481,NULL,NULL
"Los Angeles",USA,California,3553638,-118,34
"Los Mochis",MEX,Sinaloa,162659,NULL,NULL
"Los Teques",YV,Miranda,140617,NULL,NULL
Loudi,TJ,Hunan,128418,NULL,NULL
Louga,SN,Louga,NULL,NULL,NULL
Louisville,USA,Kentucky,260689,-85.7333,38.1833
Lowell,USA,Massachusetts,100973,-71.3167,42.65
Luan,TJ,Anhui,144248,NULL,NULL
Luanda,ANG,Luanda,NULL,13.2,-8.6
Luanshya,Z,Copperbelt,146275,NULL,NULL
Lubango,ANG,Huila,NULL,NULL,NULL
Lubbock,USA,Texas,193565,-101.817,33.65
Lubeck,D,"Schleswig Holstein",216854,NULL,NULL
Lublin,PL,Lubelskie,350000,NULL,NULL
