Cheltenham,GB,Gloucestershire,106700,NULL,NULL
Chelyabinsk,R,"Chelyabinskaya oblast",1086000,NULL,NULL
Chemnitz,D,Sachsen,274162,NULL,NULL
Chengde,TJ,Hebei,246799,NULL,NULL
Chengdu,TJ,Sichuan,2810000,107.15,33.15
Cherepovets,R,"Vologodskaya oblast",320000,NULL,NULL
Cherkasy,UA,Cherkaska,297000,NULL,NULL
Cherkessk,R,"Karachayevo Cherkessk Rep.",119000,NULL,NULL
Chernihiv,UA,Chernihivska,301000,NULL,NULL
Chernivtsi,UA,Chernivetska,257000,NULL,NULL
Chesapeake,USA,Virginia,192342,NULL,NULL
Chester,GB,Cheshire,120800,NULL,NULL
Chesterfield,GB,Derbyshire,101200,NULL,NULL
Chetumal,MEX,"Quintana Roo",23685,-88.2,18.3
Cheyenne,USA,Wyoming,47283,-104.817,41.15
Chiai,RC,Taiwan,261941,NULL,NULL
"Chiang Mai",THA,Thailand,167000,NULL,NULL
Chiba,J,Chiba,843000,NULL,NULL
Chicago,USA,Illinois,2721547,-87.6333,41.8833
Chichester,GB,"West Sussex",102500,NULL,NULL
Chiclayo,PE,Lambayeque,411536,NULL,NULL
Chifeng,TJ,"Nei Monggol",350077,NULL,NULL
Chihuahua,MEX,Chihuahua,516153,-106.1,28.4
Chilpancingo,MEX,Guerrero,36193,-99.3,17.3
Chilung,RC,Taiwan,370049,NULL,NULL
Chimbote,PE,Ancash,268979,NULL,NULL
Chimoio,MOC,Manica,108818,NULL,NULL
Chinandega,NIC,Nicaragua,101211,NULL,NULL
"Chincha Alta",PE,Ica,110016,NULL,NULL
Chingola,Z,Copperbelt,167954,NULL,NULL
Chiniot,PK,Pakistan,105559,NULL,NULL
Chinju,ROK,"South Korea",329913,NULL,NULL
Chipata,Z,Eastern,NULL,NULL,NULL
Chirchiq,UZB,Toshkent,156000,NULL,NULL
Chisinau,MD,Moldova,663000,28.1,47.2
Chita,R,"Chitinskaya oblast",322000,NULL,NULL
Chitre,PA,Herrera,34700,NULL,NULL
Chittagong,BD,Bangladesh,1599000,91.8333,22.35
Choluteca,HCA,Choluteca,63200,NULL,NULL
Chongjin,NOK,"North Korea",520000,NULL,NULL
Chongju,ROK,"South Korea",531195,NULL,NULL
Chongqing,TJ,Sichuan,2980000,NULL,NULL
Chonju,ROK,"South Korea",563406,NULL,NULL
Chorzow,PL,Katowickie,133000,NULL,NULL
"Chula Vista",USA,California,151963,NULL,NULL
Chunchon,ROK,"South Korea",235067,NULL,NULL
Chungho,RC,Taiwan,387123,NULL,NULL
Chungli,RC,Taiwan,295825,NULL,NULL
Chur,CH,GR,NULL,NULL,NULL
Chuxian,TJ,Anhui,125341,NULL,NULL
Ciechanow,PL,Ciechanowskie,NULL,NULL,NULL
"Ciego de Avila",C,"Ciego de Avila",NULL,NULL,NULL
Cienaga,CO,"La Guajira",144340,NULL,NULL
Cienfuegos,C,Cienfuegos,132038,NULL,NULL
Cincinnati,USA,Ohio,345818,-84.5167,39.15
Cirebon,RI,Indonesia,254878,NULL,NULL
"Ciudad Bolivar",YV,Bolivar,225340,NULL,NULL
"Ciudad Guayana",YV,Bolivar,453047,NULL,NULL
"Ciudad Madero",MEX,Tamaulipas,160331,NULL,NULL
"Ciudad Obregon",MEX,Sonora,219980,NULL,NULL
"Ciudad Santa Catarina",MEX,"Nuevo Leon",162707,NULL,NULL
"Ciudad Victoria",MEX,Tamaulipas,194996,-99.1,23.4
Cixi,TJ,Zhejiang,107329,NULL,NULL
Clearwater,USA,Florida,100132,NULL,NULL
"Clermont Ferrand",F,Auvergne,136181,3.4,45.5
Cleveland,USA,Ohio,498246,NULL,NULL
"Cluj Napoca",RO,Cluj,318000,NULL,NULL
Coatzacoalcos,MEX,Veracruz,198817,NULL,NULL
Cochabamba,BOL,Bolivia,304000,-66,-17.1
Cochin,IND,Kerala,582588,NULL,NULL
Codo,BR,Maranhao,104825,NULL,NULL
Coimbatore,IND,"Tamil Nadu",816321,NULL,NULL
Coimbra,P,Coimbra,74616,NULL,NULL
Cojutepeque,ES,"El Salvador",NULL,NULL,NULL
Colatina,BR,"Espirito Santo",103621,NULL,NULL
Colchester,GB,Essex,149100,NULL,NULL
Colima,MEX,Colima,106967,-103.4,19.1
Colombo,BR,Parana,153583,NULL,NULL
Colombo,CL,"Sri Lanka",643000,79.8667,6.9
Colon,PA,Colon,140900,NULL,NULL
"Colorado Springs",USA,Colorado,345127,-104.717,38.8167
Columbia,USA,"South Carolina",112773,-81.1167,33.95
Columbus,USA,Georgia,182828,NULL,NULL
Columbus,USA,Ohio,657053,-83,39.5
"Colwyn Bay",GB,"Aberconwy and Colwyn",NULL,NULL,NULL
Comayagua,HCA,Comayagua,44300,NULL,NULL
Comilla,BD,Bangladesh,156000,NULL,NULL
"Comodoro Rivadavia",RA,Chubut,124104,NULL,NULL
Conakry,RG,Guinea,NULL,-13.5,9.3
Concord,USA,California,114850,-121.983,37.9667
Concord,USA,"New Hampshire",30400,-71.5,43.2
Concordia,RA,"Entre Rios",116485,NULL,NULL
Constanta,RO,Constanta,316000,NULL,NULL
Constantine,DZ,Algeria,440842,NULL,NULL
Copenhagen,DK,Denmark,1358540,12.55,55.6833
"Coral Springs",USA,Florida,105275,NULL,NULL
Cordoba,E,Andalusia,315948,NULL,NULL
Cordoba,MEX,Veracruz,130695,NULL,NULL
Cordoba,RA,Cordoba,1208713,-64.25,-31.3667
Coro,YV,Falcon,NULL,NULL,NULL
Corona,USA,California,100208,NULL,NULL
"Corpus Christi",USA,Texas,280260,-97.5,27.7667
Corrientes,RA,Corrientes,258103,-58.4,-27.3
Corum,TR,Corum,NULL,NULL,NULL
Cosenza,I,Calabria,104483,NULL,NULL
"Costa Mesa",USA,California,100938,NULL,NULL
Cotia,BR,"Sao Paulo",127047,NULL,NULL
Cottbus,D,Brandenburg,125643,NULL,NULL
Coventry,GB,"West Midlands",302500,NULL,NULL
Craiova,RO,Dolj,300000,NULL,NULL
Crewe,GB,Cheshire,109500,NULL,NULL
Criciuma,BR,"Santa Catarina",159033,NULL,NULL
Cuautla,MEX,Jalisco,110242,NULL,NULL
Cucuta,CO,"Norte de Santander",479309,NULL,NULL
Cuernavaca,MEX,Morelos,279187,-99.2,19
Cuiaba,BR,"Mato Grosso",433101,-56,-15.3
Culiacan,MEX,Sinaloa,415046,-107.4,24.5
Cumana,YV,Sucre,212432,NULL,NULL
Curitiba,BR,Parana,1465698,-49.2833,-25.4167
Cuttack,IND,Orissa,403418,NULL,NULL
Cuzco,PE,Cuzco,255568,-72,-13.2
Cwmbran,GB,Monmouthshire,NULL,NULL,NULL
Czestochowa,PL,Czestochowskie,258000,NULL,NULL
"Da Nang",VN,Vietnam,369734,108.217,16.0667
Daan,TJ,Jilin,138963,NULL,NULL
Dahuk,IRQ,Dahuk,NULL,NULL,NULL
Dakar,SN,Dakar,1382000,-17.4833,14.7
Dalian,TJ,Liaoning,2400000,NULL,NULL
Dallas,USA,Texas,1053292,-96.85,32.85
Daman,IND,"Daman and Diu",NULL,NULL,NULL
Damanhur,ET,"El Buhayra",226000,NULL,NULL
Damascus,SYR,Syria,1500000,36.3333,33.5
Dandong,TJ,Liaoning,523699,NULL,NULL
Danli,HCA,"El Paraiso",35500,NULL,NULL
Danyang,TJ,Jiangsu,169603,NULL,NULL
Daqing,TJ,Heilongjiang,657297,NULL,NULL
"Dar es Salaam",EAT,Daressalam,1360850,39.3,-6.83333
Darlington,GB,Durham,100200,NULL,NULL
Darmstadt,D,Hessen,139063,NULL,NULL
Darwin,AUS,"Northern Territory",68500,130.85,-12.4667
Datong,TJ,Shanxi,1110000,NULL,NULL
Davao,RP,Philippines,1007000,NULL,NULL
Daveyton,RSA,"South Africa",152000,NULL,NULL
David,PA,Chiriqui,102700,NULL,NULL
Daxian,TJ,Sichuan,188101,NULL,NULL
Dayton,USA,Ohio,172947,-84.2167,39.9
"Deba Habe",WAN,Nigeria,122000,NULL,NULL
Debrecen,H,"Debrecen (munic.)",216000,NULL,NULL
Debrezit,ETH,Ethiopia,105963,NULL,NULL
Delemont,CH,JU,NULL,NULL,NULL
Delgado,ES,"El Salvador",104790,NULL,NULL
Denizli,TR,Denizli,234500,NULL,NULL
Denver,USA,Colorado,497840,-104.867,39.75
"Dera Ghazi Khan",PK,Pakistan,102007,NULL,NULL
Derby,GB,Derbyshire,230500,NULL,NULL
"Des Moines",USA,Iowa,193422,-93.65,41.5333
Dese,ETH,Ethiopia,117268,NULL,NULL
Detroit,USA,Michigan,1000272,-83.0167,42.4167
Deva,RO,Hunedoara,NULL,NULL,NULL
Deyang,TJ,Sichuan,182488,NULL,NULL
Dezful,IR,Khuzestan,181309,NULL,NULL
Dezhou,TJ,Shandong,195485,NULL,NULL
Dhaka,BD,Bangladesh,3839000,90.5,24
Diadema,BR,"Sao Paulo",323221,NULL,NULL
Diepmeadow,RSA,"South Africa",241000,NULL,NULL
Dijon,F,Bourgogne,146703,5.2,47.2
Dimitrovgrad,R,"Ulyanovskaya oblast",135000,NULL,NULL
Dinajpur,BD,Bangladesh,138000,NULL,NULL
Diourbel,SN,Diourbel,NULL,NULL,NULL
"Dire Dawa",ETH,Ethiopia,194587,NULL,NULL
Dispur,IND,Assam,NULL,91.5,26
Divinopolis,BR,"Minas Gerais",171562,NULL,NULL
Diwaniyah,IRQ,"Al Qadisiyah",196519,NULL,NULL
Diyarbakir,TR,Diyarbakir,448300,NULL,NULL
Djibouti,DJI,Djibouti,NULL,43.1,11.5
Dniprodzerzhynsk,UA,Dnipropetrovska,284000,NULL,NULL
Dnipropetrovsk,UA,Dnipropetrovska,1187000,NULL,NULL
Dodoma,EAT,Dodoma,203833,NULL,NULL
Doha,Q,Qatar,217294,51,25
Doncaster,GB,"South Yorkshire",292500,NULL,NULL
Donetsk,UA,Donetska,1117000,NULL,NULL
Dongguan,TJ,Guangdong,308669,NULL,NULL
Dongtai,TJ,Jiangsu,192247,NULL,NULL
Dongying,TJ,Shandong,281728,NULL,NULL
Donostia,E,"Basque Country",177929,NULL,NULL
Dorchester,GB,Dorset,NULL,NULL,NULL
Dordrecht,NL,"Zuid Holland",213963,NULL,NULL
Dortmund,D,"Nordrhein Westfalen",600918,NULL,NULL
Dosquebradas,CO,Risaralda,163599,NULL,NULL
Douala,CAM,Cote,884000,10,3.5
Dourados,BR,"Mato Grosso do Sul",153165,NULL,NULL
Dover,GB,Kent,106100,NULL,NULL
Dover,USA,Delaware,23512,-75.4667,39.1333
Drammen,N,Buskerud,50855,10.1,59.4
Dresden,D,Sachsen,474443,NULL,NULL
"Drobeta Turnu Severin",RO,Mehedinti,NULL,NULL,NULL
Dubai,UAE,"United Arab Emirates",585189,55,25
Dublin,IRL,Ireland,502337,-6.35,53.3667
Dudley,GB,"West Midlands",312200,NULL,NULL
Duisburg,D,"Nordrhein Westfalen",536106,NULL,NULL
Dukou,TJ,Sichuan,415466,NULL,NULL
Dumfries,GB,"Dumfries and Galloway",NULL,NULL,NULL
Dumyat,ET,Dumyat,121000,NULL,NULL
Dundee,GB,Tayside,167600,NULL,NULL
Dunhua,TJ,Jilin,235100,NULL,NULL
"Duque de Caxias",BR,"Rio de Janeiro",712370,NULL,NULL
Durango,MEX,Durango,182600,-104.4,24
Durban,RSA,"South Africa",716000,NULL,NULL
Durgapur,IND,"West Bengal",425836,NULL,NULL
Durham,GB,Durham,NULL,NULL,NULL
Durham,USA,"North Carolina",149799,-78.7833,35.8667
Durres,AL,Albania,60000,19.3,41.2
Dushanbe,TAD,"Dushanbe (munic.)",582400,68.48,38.3
Dusseldorf,D,"Nordrhein Westfalen",572638,NULL,NULL
Duyun,TJ,Guizhou,132971,NULL,NULL
Dzerzhinsk,R,"Nizhegorodskaya oblast",285000,NULL,NULL
Dzhambul,KAZ,Zhambyl,130600,NULL,NULL
"East London",RSA,"South Africa",102000,NULL,NULL
"East York",CDN,Ontario,102696,NULL,NULL
Eastleigh,GB,Hampshire,109600,NULL,NULL
"Ebbw Vale",GB,"Blaenau Gwent",NULL,NULL,NULL
Ebolowa,CAM,Sud,NULL,NULL,NULL
Echeng,TJ,Hubei,190123,NULL,NULL
Ede,WAN,Nigeria,271000,NULL,NULL
Edinburgh,GB,Lothian,447600,-3.18333,55.9167
Edirne,TR,Edirne,115500,NULL,NULL
Edmonton,CDN,Alberta,616741,-113.517,53.5667
"Effon Alaiye",WAN,Nigeria,135000,NULL,NULL
Eger,H,Heves,NULL,NULL,NULL
Eindhoven,NL,"Noord Brabant",395612,NULL,NULL
Eisenstadt,A,Burgenland,10102,16,48
Ekibastuz,KAZ,Pavlodar,141100,NULL,NULL
"El Alaiun",WSA,"Western Sahara",NULL,NULL,NULL
"El Arish",ET,"Sina ash Shamaliyah",NULL,NULL,NULL
"El Faiyum",ET,"El Faiyum",227000,NULL,NULL
"El Giza",ET,"El Giza",1671000,NULL,NULL
"El Iskandariya",ET,"El Iskandariya (munic.)",NULL,NULL,NULL
"El Kharga",ET,"El Wadi el Jadid",NULL,NULL,NULL
"El Mahalla el Kubra",ET,"El Gharbiya",385000,NULL,NULL
"El Mansura",ET,"El Daqahliya",358000,NULL,NULL
"El Minya",ET,"El Minya",203000,NULL,NULL
"El Monte",USA,California,110026,NULL,NULL
"El Paso",USA,Texas,599865,NULL,NULL
"El Porvenir",PA,"Comarca de San Blas",NULL,NULL,NULL
"El Progreso",HCA,Yoro,70000,NULL,NULL
"El Qahira",ET,"El Qahira (munic.)",NULL,NULL,NULL
"El Suweiz",ET,"El Suweiz (munic.)",NULL,NULL,NULL
"El Tur",ET,"Sina al Janubiyah",NULL,NULL,NULL
"El Uqsur",ET,Qena,148000,NULL,NULL
Elazig,TR,Elazig,222800,NULL,NULL
Elbasan,AL,Albania,53000,20.1,41.1
Elblag,PL,Elblaskie,125000,NULL,NULL
Eldoret,EAK,"Rift Valley",104900,NULL,NULL
Elektrostal,R,"Moskovskaya oblast",150000,NULL,NULL
Elista,R,"Rep. of Kalmykiya",NULL,NULL,NULL
Elizabeth,USA,"New Jersey",110149,NULL,NULL
Elmbridge,GB,Surrey,117300,NULL,NULL
Elx,E,Valencia,191305,NULL,NULL
Embu,BR,"Sao Paulo",195676,NULL,NULL
Embu,EAK,Eastern,NULL,NULL,NULL
Engels,R,"Saratovskaya oblast",186000,NULL,NULL
Enschede,NL,Overijssel,254480,NULL,NULL
Ensenada,MEX,"Baja California",169426,NULL,NULL
Enugu,WAN,Nigeria,279000,NULL,NULL
Envigado,CO,Antioquia,109240,NULL,NULL
"Epping Forest",GB,Essex,118200,NULL,NULL
Erfurt,D,Thuringen,213472,NULL,NULL
Erie,USA,Pennsylvania,105270,-80.1833,42.0833
Erlangen,D,Bayern,101450,NULL,NULL
Erzincan,TR,Erzincan,NULL,NULL,NULL
Erzurum,TR,Erzurum,250100,NULL,NULL
Esbjerg,DK,Denmark,70975,8.3,55.3
Escondido,USA,California,116184,-117.083,33.1167
Esfahan,IR,Esfahan,1220595,51.4,32.4
Eskisehir,TR,Eskisehir,451000,NULL,NULL
Espoo,SF,Uusimaa,160480,24.3,60.2
Essen,D,"Nordrhein Westfalen",617955,NULL,NULL
Etobicoke,CDN,Ontario,309993,NULL,NULL
Eugene,USA,Oregon,123718,-123.217,44.1167
Evansville,USA,Indiana,123456,-87.5333,38.05
Evaton,RSA,"South Africa",201000,NULL,NULL
Exeter,GB,Devon,105100,NULL,NULL
Falun,S,Kopparberg,51900,15.3,60.3
Fareham,GB,Hampshire,101000,NULL,NULL
Farghona,UZB,Farghona,191000,NULL,NULL
Faridabad,IND,"Uttar Pradesh",617717,NULL,NULL
Fatick,SN,Fatick,NULL,NULL,NULL
"Feira de Santana",BR,Bahia,449960,NULL,NULL
Fengcheng,TJ,Liaoning,193784,NULL,NULL
Fengshan,RC,Taiwan,301374,NULL,NULL
Fengyuan,RC,Taiwan,157548,NULL,NULL
Ferrara,I,"Emilia Romagna",140600,NULL,NULL
"Ferraz de Vasconcelos",BR,"Sao Paulo",121992,NULL,NULL
Fes,MA,Morocco,774754,NULL,NULL
Fianarantsoa,RM,Fianarantsoa,300000,NULL,NULL
Firenze,I,Toscana,408403,11.17,43.48
Flint,USA,Michigan,134881,-83.7333,42.9667
Florencia,CO,Caqueta,118027,NULL,NULL
Florianopolis,BR,"Santa Catarina",268551,-58.3,-27.3
Floridablanca,CO,"Santander del Sur",246834,NULL,NULL
"Flying Fish Cove",AUS,Kirimati,NULL,NULL,NULL
Focsani,RO,Vrancea,NULL,NULL,NULL
Foggia,I,Puglia,159541,NULL,NULL
Fontana,USA,California,104124,NULL,NULL
Formosa,RA,Formosa,148074,-58.1,-26.5
"Fort Collins",USA,Colorado,104196,-105.083,40.75
"Fort Lauderdale",USA,Florida,151805,NULL,NULL
"Fort Wayne",USA,Indiana,184783,-85.2,41
"Fort Worth",USA,Texas,479716,-97.1,32.4
Fortaleza,BR,Ceara,1967365,-38.55,-3.76667
Foshan,TJ,Guangdong,303160,NULL,NULL
"Foz do Iguacu",BR,Parana,231596,NULL,NULL
Franca,BR,"Sao Paulo",266909,NULL,NULL
"Francisco Morato",BR,"Sao Paulo",106328,NULL,NULL
Frankfort,USA,Kentucky,25973,-84.5,38.1
"Frankfurt am Main",D,Hessen,652412,NULL,NULL
Frauenfeld,CH,TG,NULL,NULL,NULL
Fredericton,CDN,"New Brunswick",45248,-52.5,45.5
Freetown,WAL,"Sierra Leone",NULL,13.1,8.2
"Freiburg im Breisgau",D,"Baden W³rttemberg",198496,NULL,NULL
Fremont,USA,California,187800,NULL,NULL
Fresno,USA,California,396011,NULL,NULL
Fribourg,CH,FR,NULL,NULL,NULL
Fuenlabrada,E,Madrid,158212,NULL,NULL
Fukui,J,Fukui,NULL,NULL,NULL
Fukuoka,J,Fukuoka,1273000,130.45,33.5833
Fukushima,J,Fukushima,NULL,NULL,NULL
Fuling,TJ,Heilongjiang,173878,NULL,NULL
Fullerton,USA,California,120188,NULL,NULL
Funafuti,TUV,Tuvalu,2120,178,-8
Funchal,P,Madeira,44111,NULL,NULL
Furth,D,Bayern,107799,NULL,NULL
Fushun,TJ,Liaoning,1350000,NULL,NULL
Fuxin,TJ,Liaoning,635473,NULL,NULL
Fuyang,TJ,Anhui,179572,NULL,NULL
Fuyu,TJ,Jilin,192981,NULL,NULL
Fuzhou,TJ,Fujian,874809,119,26
Fuzhou,TJ,Jiangxi,1290000,NULL,NULL
Gaborone,RB,Botswana,NULL,25.6,-24.5
Galati,RO,Galati,307000,NULL,NULL
Gandhinagar,IND,Gujarat,NULL,72.2,23.2
Gangtok,IND,Sikkim,NULL,88.3,27.3
Ganzhou,TJ,Jiangxi,220129,NULL,NULL
Garanhuns,BR,Pernambuco,110190,NULL,NULL
"Garden Grove",USA,California,149208,NULL,NULL
Garissa,EAK,"North Eastern",NULL,NULL,NULL
Garland,USA,Texas,190055,NULL,NULL
Garoua,CAM,Nord,177000,NULL,NULL
Gary,USA,Indiana,110975,NULL,NULL
Gateshead,GB,"Tyne and Wear",202400,NULL,NULL
Gauhati,IND,Assam,584342,NULL,NULL
Gavle,S,Gavleborg,87431,17,60.4
Gaziantep,TR,Gaziantep,716000,NULL,NULL
Gazipur,BD,Bangladesh,104000,NULL,NULL
Gdansk,PL,Gdanskie,465000,NULL,NULL
Gdynia,PL,Gdanskie,251000,NULL,NULL
Gebze,TR,Kocaeli,237300,NULL,NULL
Geelong,AUS,"New South Wales",151000,NULL,NULL
Gejiu,TJ,Yunnan,214294,NULL,NULL
Geleen,NL,Limburg,186011,NULL,NULL
Gelsenkirchen,D,"Nordrhein Westfalen",293542,NULL,NULL
"General San Martin",RA,"Buenos Aires",407506,NULL,NULL
Geneva,CH,GE,167697,6.9,46.12
Genua,I,Liguria,701032,8.58,44.25
"George Town",MAL,"Pulau Pinang",219376,NULL,NULL
Georgetown,GUY,Guyana,170000,-58.2,6.83333
Gera,D,Thuringen,126035,NULL,NULL
Germiston,RSA,"South Africa",134000,NULL,NULL
Getafe,E,Madrid,144368,NULL,NULL
Ghaziabad,IND,Delhi,454156,NULL,NULL
Ghent,B,"East Flanders",227483,3.5,51.4
Gifu,J,Gifu,NULL,NULL,NULL
Gijon,E,Asturias,269644,NULL,NULL
Giresun,TR,Giresun,NULL,NULL,NULL
Giurgiu,RO,Giurgiu,NULL,NULL,NULL
Glarus,CH,GL,NULL,NULL,NULL
Glasgow,GB,Strathclyde,674800,-4.28333,55.8667
Glazov,R,"Udmurt Republic",107000,NULL,NULL
Glendale,USA,Arizona,182219,NULL,NULL
Glendale,USA,California,184321,NULL,NULL
Glenrothes,GB,Fife,NULL,NULL,NULL
Gliwice,PL,Katowickie,216000,NULL,NULL
Gloucester,GB,Gloucestershire,104800,NULL,NULL
Glouchester,CDN,Ontario,101677,NULL,NULL
Glouchester,GB,Gloucestershire,NULL,NULL,NULL
Goiania,BR,Goias,998520,-49.2,-16.3
"Gold Coast",AUS,Queensland,266000,NULL,NULL
Goma,ZRE,Kivu,109094,NULL,NULL
"Gomez Palacio",MEX,Durango,164092,NULL,NULL
"Gonbad e Kavus",IR,Mazandaran,102768,NULL,NULL
Gonder,ETH,Ethiopia,166593,NULL,NULL
Gongzhuling,TJ,Jilin,226569,NULL,NULL
Gorakhpur,IND,"Uttar Pradesh",505566,NULL,NULL
Gorgan,IR,Mazandaran,162468,NULL,NULL
"Gorno Altaysk",R,"Rep. of Altay",NULL,NULL,NULL
Gorontalo,RI,Indonesia,119780,NULL,NULL
"Gorzow Wielkopolski",PL,Gorzowskie,123000,NULL,NULL
"Gorzow Wielkopolskie",PL,Gorzowskie,NULL,NULL,NULL
Goteborg,S,"Goteborg och Bohus",449189,12,57.4
Gottingen,D,Niedersachsen,127519,NULL,NULL
"Governador Valadares",BR,"Minas Gerais",231077,NULL,NULL
Gracias,HCA,Lempira,NULL,NULL,NULL
Granada,E,Andalusia,271180,NULL,NULL
"Grand Prairie",USA,Texas,109231,NULL,NULL
"Grand Rapids",USA,Michigan,188242,-85.5167,42.8833
Gravatai,BR,Pernambuco,205657,NULL,NULL
Graz,A,Styria,238000,15.26,47.4
"Green Bay",USA,Wisconsin,102076,-88.1333,44.4833
Greensboro,USA,"North Carolina",195426,NULL,NULL
Grenoble,F,"Rhone Alpes",150758,NULL,NULL
Groningen,NL,Groningen,210708,NULL,NULL
Grozny,R,"Chechen Rep.",364000,NULL,NULL
Grudziadz,PL,Torunskie,101000,NULL,NULL
Guacara,YV,Carabobo,100766,NULL,NULL
Guadalajara,MEX,Jalisco,1650042,-103.333,20.6833
Guadalupe,MEX,"Nuevo Leon",535332,NULL,NULL
Guanajuato,MEX,Guanajuato,36809,-101.2,21
Guanare,YV,Portuguesa,NULL,NULL,NULL
Guangshui,TJ,Hubei,102770,NULL,NULL
Guangyuan,TJ,Sichuan,182241,NULL,NULL
Guangzhou,TJ,Guangdong,3580000,114,23
Guantanamo,C,Guantanamo,207796,NULL,NULL
Guarapuava,BR,Parana,149158,NULL,NULL
Guarenas,YV,Miranda,134158,NULL,NULL
Guaruja,BR,"Sao Paulo",226185,NULL,NULL
Guarulhos,BR,"Sao Paulo",972766,NULL,NULL
"Guatemala City",GCA,Guatemala,823301,-90.5167,14.6167
Guayaquil,EC,Ecuador,1300868,-80,-2
Guildford,GB,Surrey,126200,NULL,NULL
Guilin,TJ,"Guangxi Zhuangzu",364130,NULL,NULL
Guixian,TJ,"Guangxi Zhuangzu",114025,NULL,NULL
Guiyang,TJ,Guizhou,1530000,106,26
Gujranwala,PK,Pakistan,1663000,NULL,NULL
Gujrat,PK,Pakistan,155058,NULL,NULL
Guliston,UZB,Sirdare,NULL,NULL,NULL
Gumushane,TR,Gumushane,NULL,NULL,NULL
Guntur,IND,"Andhra Pradesh",471051,NULL,NULL
Gusau,WAN,Nigeria,139000,NULL,NULL
Gwalior,IND,"Madhya Pradesh",690765,NULL,NULL
Gyor,H,"Gyor (munic.)",130000,NULL,NULL
Haarlem,NL,"Noord Holland",212631,NULL,NULL
Haeju,NOK,"North Korea",195000,NULL,NULL
Haemeenlinna,SF,Haeme,42000,24.3,61
Hafnarfjoerdur,IS,Iceland,12000,-22,64
Hagen,D,"Nordrhein Westfalen",213747,NULL,NULL
Haicheng,TJ,Liaoning,205560,NULL,NULL
Haifa,IL,Haifa,NULL,NULL,NULL
Haikou,TJ,Hainan,280153,NULL,NULL
Hailar,TJ,"Nei Monggol",180650,NULL,NULL
Haining,TJ,Zhejiang,100478,NULL,NULL
Haiphong,VN,Vietnam,1447523,NULL,NULL
Hakha,MYA,Chin,NULL,NULL,NULL
Hakkari,TR,Hakkari,NULL,NULL,NULL
Halifax,CDN,"Nova Scotia",114455,-63.4,44.4
Halle,D,"Sachsen Anhalt",290051,NULL,NULL
Halmstad,S,Halland,77601,13,56.4
Hamadan,IR,Hamadan,406070,48.3,34.5
Hamar,N,Hedmark,15685,11.5,60.5
Hamburg,D,Hamburg,1705872,9.96667,53.55
"Hamhung Hungnam",NOK,"North Korea",701000,NULL,NULL
Hami,TJ,"Xinjiang Uygur",161315,NULL,NULL
Hamilton,CDN,Ontario,318499,-79.9,43.2667
Hamm,D,"Nordrhein Westfalen",184020,NULL,NULL
Hammerfest,N,Finnmark,7089,23.4,70.4
Hampton,USA,Virginia,138757,NULL,NULL
Handan,TJ,Hebei,1110000,NULL,NULL
Hangzhou,TJ,Zhejiang,1340000,125.5,30.2
Hannover,D,Niedersachsen,525763,9.66667,52.4
Hanoi,VN,Vietnam,3056146,105.867,21.0333
Hanzhong,TJ,Shaanxi,169930,NULL,NULL
Haora,IND,"West Bengal",950435,NULL,NULL
Harare,ZW,Zimbabwe,NULL,31.2,-17.5
Harbin,TJ,Heilongjiang,2830000,126.4,45.4
Harer,ETH,Ethiopia,122932,NULL,NULL
Harnosand,S,Vasternorrland,27287,18,62.4
Harrisburg,USA,Pennsylvania,53264,-76.7667,40.2
Harrogate,GB,"North Yorkshire",146500,NULL,NULL
Hartford,USA,Connecticut,133086,-72.4,41.3
Hasselt,B,Limburg,65348,5.2,50.7
Havana,C,"Ciudad de la Habana",2241000,-82.35,23.1333
Havant,GB,Hampshire,117500,NULL,NULL
Haverfordwest,GB,Pembrokeshire,NULL,NULL,NULL
Hayward,USA,California,121631,NULL,NULL
Hebi,TJ,Henan,212976,NULL,NULL
Heerlen,NL,Limburg,270952,NULL,NULL
Hefei,TJ,Anhui,1000000,117,32
Hegang,TJ,Heilongjiang,522747,NULL,NULL
Heidelberg,D,"Baden W³rttemberg",138964,NULL,NULL
Heilbronn,D,"Baden W³rttemberg",122253,NULL,NULL
Helena,USA,Montana,23938,-112,46.6
Helsingborg,S,Malmohus,114339,NULL,NULL
Helsinki,SF,Uusimaa,487428,24.95,60.1667
Helwan,ET,"El Qahira (munic.)",352000,NULL,NULL
Henderson,USA,Nevada,122339,NULL,NULL
Hengshui,TJ,Hebei,104269,NULL,NULL
Hengyang,TJ,Hunan,487148,NULL,NULL
Heredia,CR,Heredia,67400,NULL,NULL
Herisau,CH,AR,NULL,NULL,NULL
Hermannsverk,N,"Sogn og Fjordane",706,6.5,61.1
Hermosillo,MEX,Sonora,406417,-111,29
Herne,D,"Nordrhein Westfalen",180029,NULL,NULL
"Heroica Nogales",MEX,Sonora,105873,NULL,NULL
Hertford,GB,Hertfordshire,NULL,NULL,NULL
Heyuan,TJ,Guangdong,120101,NULL,NULL
Heze,TJ,Shandong,189293,NULL,NULL
Hialeah,USA,Florida,204684,NULL,NULL
Hildesheim,D,Niedersachsen,106095,NULL,NULL
Hilo,USA,Hawaii,NULL,-165,20
Hilversum,NL,"Noord Holland",102023,NULL,NULL
Hiroshima,J,Hiroshima,1099000,132.3,34.3
Hobart,AUS,Tasmania,184000,147.14,-42.5
